,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ME2,5.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MI ,4.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NO ,4.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NV ,3.0,8.0,3.0,2.5,%,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,96.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,7.0,8.0,2.0,1.666666666666667,%,,,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PD ,7.0,8.0,2.0,1.666666666666667,%,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PM ,5.0,8.0,2.0,1.666666666666667,%,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RI ,4.0,8.0,1.0,0.8333333333333335,%,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,128.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,8.0,8.0,2.0,1.666666666666667,%,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,256.0,256.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SC ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPW,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TV ,7.0,8.0,3.0,2.5,%,1.0,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,4.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,128.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,99.0,,6.0,18.0,26.0,21.0,21.0,,7.0,,,,,,,,,,,,,,,,,,,2714.5714285714284,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,32.25833333333333,(16.04.2026),,,TOT. CON.,120.0,7.0,21.0,31.0,31.0,22.0,,8.0,,,,,,,,,,,,,,,,,,,,3871.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,108.80956914285713,SC.M.%,0.17470720838795753,,TOT.  VEN.,21.0,1.0,3.0,5.0,10.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2285.0009520000003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/4250CTO ,,T10 LACE NAPPIN RICAMI BICOLOR, TORTORA,AR ,7.0,8.0,6.0,3.2432432432432434,%,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,654.0002760000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AU ,5.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,8.0,8.0,1.0,0.5405405405405406,%,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,256.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,7.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CA ,7.0,8.0,,,,,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,224.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,7.0,8.0,1.0,0.5405405405405406,%,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,224.0,256.0,105.00003199999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,7.0,8.0,3.0,1.6216216216216217,%,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,224.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LN ,6.0,8.0,,,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,192.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MC ,5.0,8.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ME2,7.0,8.0,1.0,0.5405405405405406,%,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MI ,8.0,8.0,3.0,1.6216216216216217,%,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,256.0,256.0,320.000144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NO ,7.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NV ,7.0,8.0,3.0,1.6216216216216217,%,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,6.0,8.0,1.0,0.5405405405405406,%,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,192.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PD ,7.0,8.0,,,,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PM ,8.0,8.0,,,,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,256.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RI ,7.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,7.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SC ,6.0,8.0,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,192.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SD ,7.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SM ,5.0,8.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TV ,6.0,8.0,4.0,2.1621621621621623,%,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,192.0,256.0,446.00015800000006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,8.0,8.0,1.0,0.5405405405405406,%,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,256.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WEB,,,1.0,0.5405405405405406,%,,,,,,,,,,,,,,,,,,,,,,,,,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,155.0,,9.0,32.0,40.0,35.0,30.0,,9.0,,,,,,,,,,,,,,,,,,,4960.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,32.0,(21.04.2026),,,TOT. CON.,185.0,10.0,34.0,48.0,46.0,35.0,,12.0,,,,,,,,,,,,,,,,,,,,5920.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,108.96671153333331,SC.M.%,0.030539877675879543,,TOT.  VEN.,30.0,1.0,2.0,8.0,11.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,3269.001345999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/4250CVE ,,T10 LACE NAPPIN RICAMI BICOLOR, VERDE,AR ,7.0,8.0,1.0,0.8264462809917356,%,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AU ,3.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,5.0,8.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,5.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CA ,6.0,8.0,1.0,0.8264462809917356,%,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,192.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,5.0,8.0,1.0,0.8264462809917356,%,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,160.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,7.0,8.0,1.0,0.8264462809917356,%,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LN ,3.0,8.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,96.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MC ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ME2,7.0,8.0,2.0,1.6528925619834711,%,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,224.0,256.0,214.00007800000003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MI ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NO ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NV ,5.0,8.0,1.0,0.8264462809917356,%,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,7.0,8.0,3.0,2.479338842975207,%,1.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,224.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PD ,4.0,8.0,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,128.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PM ,8.0,8.0,,,,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,256.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RI ,5.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,5.0,8.0,3.0,2.479338842975207,%,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,160.0,256.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SC ,4.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SM ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TV ,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,7.0,8.0,,,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,,224.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,108.0,,7.0,21.0,23.0,29.0,21.0,,7.0,,,,,,,,,,,,,,,,,,,2752.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,32.0,(13.04.2026),,,TOT. CON.,121.0,7.0,22.0,31.0,31.0,23.0,,7.0,,,,,,,,,,,,,,,,,,,,3872.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,108.6923526153846,SC.M.%,0.2822453069866159,,TOT.  VEN.,13.0,,1.0,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1413.0005840000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/425CCU  ,,T10 LACE BARCA INF BICOL NAPPI, CUOIO,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,0.0,,,,TOT. CON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,,SC.M.%,,,TOT.  VEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/425CTM  ,,T10 LACE BARCA INF BICOL NAPPI, TESTA DI MORO,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,0.0,,,,TOT. CON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,,SC.M.%,,,TOT.  VEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/425CTO  ,,T10 LACE BARCA INF BICOL NAPPI, TORTORA,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,0.0,,,,TOT. CON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,,SC.M.%,,,TOT.  VEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/425CVE  ,,T10 LACE BARCA INF BICOL NAPPI, VERDE,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.ACQ:,0.0,,,,TOT. CON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ M.VEN:,,SC.M.%,,,TOT.  VEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRZ.VEN1.,109.0,PRZ.VEN2.,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,,37 ,,,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/650CCU  ,,T10 LACE BARCA NAPPINE, CUOIO,AR ,7.0,8.0,4.0,1.6597510373443984,%,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,192.5,220.0,436.000184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AU ,6.0,8.0,2.0,0.8298755186721992,%,,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,165.0,220.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,8.0,8.0,3.0,1.2448132780082988,%,1.0,,2.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,220.0,220.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,8.0,8.0,3.0,1.2448132780082988,%,,,2.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CA ,7.0,8.0,3.0,1.2448132780082988,%,,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,192.5,220.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,9.0,8.0,1.0,0.4149377593360996,%,1.0,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,247.5,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,8.0,8.0,2.0,0.8298755186721992,%,1.0,,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LN ,8.0,8.0,,,,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,27.0,57.0,,,,,,2.0,,,9.0,8.0,8.0,,,,,,,,,,,,,,,742.5,1567.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MC ,8.0,8.0,1.0,0.4149377593360996,%,1.0,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,220.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ME2,6.0,8.0,2.0,0.8298755186721992,%,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,165.0,220.0,218.000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MI ,6.0,8.0,1.0,0.4149377593360996,%,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,165.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NO ,8.0,8.0,,,,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NV ,7.0,8.0,1.0,0.4149377593360996,%,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,192.5,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,9.0,8.0,,,,2.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,247.5,220.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PD ,7.0,8.0,1.0,0.4149377593360996,%,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,192.5,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PM ,8.0,8.0,1.0,0.4149377593360996,%,1.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,220.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RI ,8.0,8.0,1.0,0.4149377593360996,%,,,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,220.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,11.0,8.0,3.0,1.2448132780082988,%,,,3.0,,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,302.5,220.0,327.00013800000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SC ,8.0,8.0,1.0,0.4149377593360996,%,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SD ,8.0,8.0,,,,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,220.0,220.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SM ,6.0,8.0,1.0,0.4149377593360996,%,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,165.0,220.0,109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TV ,10.0,8.0,-1.0,-0.4149377593360996,%,1.0,,2.0,,,2.0,4.0,1.0,,,,,,,,,,,,,,,275.0,220.0,-109.000046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,5.0,8.0,4.0,1.6597510373443984,%,,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,137.5,220.0,436.000184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WEB,1.0,,3.0,1.2448132780082988,%,,,,,,,,1.0,,,,,,,,,,,,,,,,,327.00538400000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMOSCIO       ,,,,TOT. GIAC.,204.0,,10.0,36.0,51.0,50.0,43.0,,14.0,,,,,,,,,,,,,,,,,,,5582.5,,
